"ProteinID","GeneID","Query.Length","Description","SequenceID","Length","GeneSymbol","pident","UniprotID"
"FUN_025632-T1","FUN_025632","8 Length: 1808","Supervillin [Acropora cervicornis]","KAK2550637.1",1225,"SVIL",37.29,"O46385"
"FUN_025664-T1","FUN_025664","9 Length: 138","Intraflagellar transport protein 25-like protein [Acropora cervicornis]","KAK2555030.1",165,"IFTAP",55.556,"Q9Y547"
"FUN_025675-T1","FUN_025675","0 Length: 218","ras-related protein Rab-11A [Exaiptasia diaphana]","XP_020898934.1",218,"GPRASP1",85.388,"P62490"
"FUN_025684-T1","FUN_025684","1 Length: 537","Transposon Ty3-G Gag-Pol polyprotein [Acropora cervicornis]","KAK2557455.1",1782,"ERVK-9",27.044,"Q62813"
"FUN_025689-T1","FUN_025689","2 Length: 443","Tyrosine kinase receptor Cad96Ca [Acropora cervicornis]","KAK2557549.1",445,"ROR1",39.185,"Q9VBW3"
"FUN_025700-T1","FUN_025700","3 Length: 532","Glucose-6-phosphate 1-dehydrogenase, partial [Acropora cervicornis]","KAK2547236.1",459,"H6PD",67.015,"P54996"
"FUN_025719-T1","FUN_025719","4 Length: 318","Mitochondrial folate transporter/carrier [Acropora cervicornis]","KAK2557856.1",112,NA,52.525,"Q95J75"
"FUN_025723-T1","FUN_025723","5 Length: 663","Roundabout-like protein 2 [Acropora cervicornis]","KAK2557852.1",781,"CDK2AP2P2",31.835,"Q9HCK4"
"FUN_025734-T1","FUN_025734","6 Length: 490","GRIP1-associated protein 1 [Acropora cervicornis]","KAK2550953.1",685,"GRIPAP1",32.505,"Q9JHZ4"
"FUN_025735-T1","FUN_025735","7 Length: 541","TBC1 domain family member 22B-like isoform X1 [Acropora millepora]","XP_044182285.1",541,"MRGPRX1",53.906,"Q9NU19"
"FUN_025746-T1","FUN_025746","8 Length: 172","Translocon-associated protein subunit delta [Acropora cervicornis]","KAK2550914.1",151,"AP3D1",45.333,"Q2TBX5"
"FUN_025768-T1","FUN_025768","9 Length: 592","Neutral and basic amino acid transport protein rBAT, partial [Acropora cervicornis]","KAK2561910.1",589,"FURIN",34.811,"Q91WV7"
"FUN_025772-T1","FUN_025772","0 Length: 103","glutathione hydrolase 1 proenzyme-like [Acropora muricata]","XP_067028678.1",680,"FAAHP1",39.394,"P20735"
"FUN_025776-T1","FUN_025776","1 Length: 1952","Receptor-type tyrosine-protein phosphatase delta [Acropora cervicornis]","KAK2569595.1",1532,"PTPRCAP",38.344,"P16621"
"FUN_025778-T1","FUN_025778","2 Length: 240","putative exosome complex component rrp40 [Acropora cervicornis]","KAK2569594.1",240,"EXOSC1",45.982,"Q7KWX9"
"FUN_025782-T1","FUN_025782","3 Length: 1289","Hemicentin-2 [Acropora cervicornis]","KAK2569711.1",720,"HMCN2",30.597,"A7X413"
"FUN_025798-T1","FUN_025798","4 Length: 714","hypothetical protein P5673_024690 [Acropora cervicornis]","KAK2553984.1",714,NA,34.375,"A5EKA8"
"FUN_025800-T1","FUN_025800","5 Length: 531","RNA-splicing ligase RtcB-like protein [Acropora cervicornis]","KAK2553965.1",334,"RNF19A",89.316,"A7RKF6"
"FUN_025816-T1","FUN_025816","96 Length: 192","hypothetical protein P5673_008575 [Acropora cervicornis]","KAK2567714.1",192,NA,30.769,"C8Z4Y4"
"FUN_025818-T1","FUN_025818","Length: 334","PREDICTED: uncharacterized protein LOC107342878 [Acropora digitifera]","XP_015763879.1",316,"PLGRKT",55.556,"P02465"
"FUN_025822-T1","FUN_025822","Length: 131","uncharacterized protein LOC141866384 isoform X2 [Acropora palmata]","XP_074611980.1",159,"ATP6V1A2",29.348,"P35456"
"FUN_025854-T1","FUN_025854","Length: 280","unnamed protein product [Porites lobata]","CAH3046902.1",280,"UBA52",32.766,"P52046"
"FUN_025859-T1","FUN_025859","Length: 215","Transmembrane protein 272 [Acropora cervicornis]","KAK2549636.1",248,"TMEM272",30.667,"A0A1B0GTI8"
"FUN_025870-T1","FUN_025870","Length: 789","Netrin receptor UNC5C [Acropora cervicornis]","KAK2563088.1",785,"UNC5C-AS1",22.251,"Q8JGT4"
"FUN_025872-T1","FUN_025872","Length: 98","hypothetical protein P5673_007747 [Acropora cervicornis]","KAK2567863.1",86,NA,32.051,"A0PXN0"
"FUN_025881-T1","FUN_025881","Length: 911","ribonucleoprotein PTB-binding 1-like isoform X4 [Acropora muricata]","XP_067027411.1",910,"RAVER1",37.692,"Q9HCJ3"
"FUN_025882-T1","FUN_025882","Length: 355","aldo-keto reductase family 1 member A1-like [Acropora millepora]","XP_029213045.2",355,"HNRNPA1P6",59.748,"O70473"
"FUN_025909-T1","FUN_025909","Length: 628",NA,"",NA,"ATP1A1",24.862,"B0R9Z1"
"FUN_025924-T1","FUN_025924","6 Length: 717","PREDICTED: engulfment and cell motility protein 1-like [Acropora digitifera]","XP_015778899.1",717,"ELMO1",44.704,"Q92556"
"FUN_025925-T1","FUN_025925","7 Length: 241","dolichol-phosphate mannosyltransferase subunit 1-like [Montipora capricornis]","XP_068725119.1",241,"SSAV1L",80,"O60762"
"FUN_025995-T1","FUN_025995","Length:486","PREDICTED: uncharacterized protein LOC107353612 [Acropora digitifera]","XP_015775436.1",934,"PLGRKT",25.625,"Q9Y7D5"
"FUN_026021-T1","FUN_026021","Length:847","hypothetical protein P5673_006719, partial [Acropora cervicornis]","KAK2568723.1",911,NA,35.714,"O60404"
"FUN_026043-T1","FUN_026043","8 Length: 461","Beta-1 [Acropora cervicornis]","KAK2549553.1",257,"TGFBRE",45.578,"P15535"
"FUN_026054-T1","FUN_026054","9 Length: 255","hypothetical protein P5673_009304 [Acropora cervicornis]","KAK2566644.1",213,NA,27.059,"Q6UWW8"
"FUN_026057-T1","FUN_026057","0 Length: 315","Polyamine oxidase 1 [Acropora cervicornis]","KAK2560318.1",293,"ACOX1",52.632,"O64411"
"FUN_026068-T1","FUN_026068","Length:344","hypothetical protein P5673_025978 [Acropora cervicornis]","KAK2552811.1",290,NA,33.077,"Q5WPS9"
"FUN_026073-T1","FUN_026073","Length:671","Structural maintenance of chromosomes protein 1A [Acropora cervicornis]","KAK2550128.1",552,"SMC1A",54.086,"O97593"
"FUN_026081-T1","FUN_026081","Length:556","hypothetical protein P5673_024106 [Acropora cervicornis]","KAK2554401.1",556,NA,30.12,"O70277"
"FUN_026082-T1","FUN_026082","Length:147","uncharacterized protein KIAA1143 homolog [Acropora muricata]","XP_067054358.1",147,"KIAA1143",37.576,"Q5ZJ97"
"FUN_026096-T1","FUN_026096","Length:432","CUB domain-containing protein 2 [Acropora cervicornis]","KAK2564038.1",417,"VWC2L",32.454,"Q5VXM1"
"FUN_026107-T1","FUN_026107","Length:1743","Cyclic GMP-binding protein C [Acropora cervicornis]","KAK2551966.1",1646,"GPRC5C",33.506,"Q7Z494"
"FUN_026120-T1","FUN_026120","1 Length: 323","Versican core protein [Acropora cervicornis]","KAK2559901.1",396,"UQCRC1",35.802,"Q1LWV7"
"FUN_026134-T1","FUN_026134","2 Length: 1637","Tetratricopeptide repeat protein 28 [Acropora cervicornis]","KAK2547740.1",1709,"TTC28",34.129,"Q96AY4"
"FUN_026207-T1","FUN_026207","3 Length: 4655","Dynein axonemal heavy chain 8 [Acropora cervicornis]","KAK2566518.1",4722,"DNAH8",64.913,"Q91XQ0"
"FUN_026212-T1","FUN_026212","4 Length: 286","Collagenase 3 [Acropora cervicornis]","KAK2552744.1",497,"A12M3",35.889,"O77656"
"FUN_026217-T1","FUN_026217","5 Length: 262","Fucolectin-2 [Acropora cervicornis]","KAK2569741.1",1851,NA,31.928,"Q0V8T0"
"FUN_026218-T1","FUN_026218","6 Length: 1759","Neuropilin-2 [Acropora cervicornis]","KAK2554960.1",1133,"NETO2",34.183,"Q64487"
"FUN_026219-T1","FUN_026219","7 Length: 1797","Neuropilin-2 [Acropora cervicornis]","KAK2554960.1",1133,"NETO2",28.558,"F1NWE3"
"FUN_026221-T1","FUN_026221","8 Length: 595","Bifunctional purine biosynthesis protein ATIC [Acropora cervicornis]","KAK2558620.1",587,"PURA",70.748,"P31335"
"FUN_026279-T1","FUN_026279","9 Length: 1161","Receptor-type tyrosine-protein phosphatase delta, partial [Acropora cervicornis]","KAK2569970.1",1054,"PTPRCAP",38.127,"P23468"
"FUN_026282-T1","FUN_026282","0 Length: 1253","AP-3 complex subunit delta-1 [Acropora cervicornis]","KAK2569969.1",1095,"AP3D1",63.436,"O54774"
"FUN_026305-T1","FUN_026305","1 Length: 656","Conserved oligomeric Golgi complex subunit 2 [Acropora cervicornis]","KAK2547522.1",648,"COG2",41.148,"Q14746"
"FUN_026351-T1","FUN_026351","Length:472","FAD-linked oxidoreductase [Acropora cervicornis]","KAK2566920.1",486,"FOXRED1",28.974,"Q54H55"
"FUN_026354-T1","FUN_026354","Length:1370","FK506-binding protein 15-like isoform X2 [Acropora muricata]","XP_067017145.1",1363,"ZNF15L2",37.778,"Q5T1M5"
"FUN_026355-T1","FUN_026355","Length:289","Nicotinamide phosphoribosyltransferase [Acropora cervicornis]","KAK2567183.1",380,"NAMPT",53.546,"Q52I78"
"FUN_026379-T1","FUN_026379","Length:682","Furin-1 [Acropora cervicornis]","KAK2550017.1",797,NA,45.359,"P23377"
"FUN_026381-T1","FUN_026381","Length:188","PREDICTED: golgin subfamily A member 7-like [Acropora digitifera]","XP_015762979.1",140,"GOLGA6L7",53.03,"Q9D428"
"FUN_026382-T1","FUN_026382","Length:444","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Stylophora pistillata]","PFX28406.1",437,NA,75.737,"P36876"
"FUN_026383-T1","FUN_026383","Length:6598","Fibrocystin-L [Acropora cervicornis]","KAK2572404.1",6552,NA,35.966,"Q86WI1"
"FUN_026414-T1","FUN_026414","Length:387","KH domain-containing, RNA-binding, signal transduction-associated protein 3-like isoform X2 [Acropora millepora]","XP_029201572.1",387,"KHDRBS1",40.64,"Q9R226"
"FUN_026416-T1","FUN_026416","Length:369","Melanotransferrin [Acropora cervicornis]","KAK2574286.1",368,"MELTF",41.42,"P79819"
"FUN_026419-T1","FUN_026419","Length:129","Melanotransferrin [Acropora cervicornis]","KAK2574286.1",368,"MELTF",50,"P08582"
"FUN_026450-T1","FUN_026450","Length:161","Elongation factor 1-beta [Acropora cervicornis]","KAK2557037.1",321,"EEF1B2P1",46.296,"P30151"
"FUN_026514-T1","FUN_026514","2 Length: 570","hypothetical protein P5673_030254 [Acropora cervicornis]","KAK2549274.1",501,NA,23.611,"V5BCL0"
"FUN_026526-T1","FUN_026526","3 Length: 1692","Neurogenic locus Notch protein [Acropora cervicornis]","KAK2563238.1",1040,"NRARP",45.144,"P07207"
"FUN_026533-T1","FUN_026533","4 Length: 459","deoxyribonuclease-1-like isoform X3 [Acropora millepora]","XP_029208508.2",457,"ATP6V1A2",47.126,"P49183"
"FUN_026567-T1","FUN_026567","5 Length: 175","Small nuclear ribonucleoprotein Sm D1 [Acropora cervicornis]","KAK2564591.1",138,"SNRPD1",80.851,"Q9VU02"
"FUN_026583-T1","FUN_026583","6 Length: 363","Fucolectin-2 [Acropora cervicornis]","KAK2569741.1",1851,NA,36.424,"Q9I928"
"FUN_026586-T1","FUN_026586","Length:450","Receptor-type tyrosine-protein phosphatase F, partial [Acropora cervicornis]","KAK2555075.1",859,"PTPRF",36.585,"Q9I931"
"FUN_026594-T1","FUN_026594","7 Length: 179","Nicotinamide phosphoribosyltransferase [Acropora cervicornis]","KAK2567183.1",380,"NAMPT",59.394,"Q52I78"
"FUN_026595-T1","FUN_026595","8 Length: 309","Lactadherin [Acropora cervicornis]","KAK2558863.1",907,NA,35.736,"P21956"
"FUN_026596-T1","FUN_026596","Length:343","Lactadherin [Acropora cervicornis]","KAK2558863.1",907,NA,35.294,"P70490"
"FUN_026608-T1","FUN_026608","9 Length: 547","hypothetical protein","",NA,NA,34.651,"Q5R2J4"
"FUN_026609-T1","FUN_026609","0 Length: 462","Nose resistant to fluoxetine protein 6 [Acropora cervicornis]","KAK2556787.1",696,"AREL1",25.714,"Q09225"
"FUN_026613-T1","FUN_026613","1 Length: 701","Leucine-rich repeat and calponin homology domain-containing protein 1 [Acropora cervicornis]","KAK2573467.1",626,"LRCH1",36.62,"Q9Y2L9"
"FUN_026614-T1","FUN_026614","2 Length: 137","40S ribosomal protein S25 [Acropora cervicornis]","KAK2573466.1",137,"MRPS25",82.5,"Q8ISN9"
"FUN_026615-T1","FUN_026615","3 Length: 763","Activating signal cointegrator 1 complex subunit 2 [Acropora cervicornis]","KAK2573469.1",763,"ASCC2",41.29,"Q9H1I8"
"FUN_026616-T1","FUN_026616","4 Length: 456","Glycerol kinase [Acropora cervicornis]","KAK2573468.1",731,"MAP4K1",64.474,"Q14409"
"FUN_026616-T2","FUN_026616","Length:558","Glycerol kinase [Acropora cervicornis]","KAK2573468.1",731,"MAP4K1",65.049,"Q14409"
"FUN_026632-T1","FUN_026632","Length:1723","Myotubularin-related protein 13 [Acropora cervicornis]","KAK2565635.1",2680,"TP53I13",41.313,"Q86WG5"
"FUN_026648-T1","FUN_026648","5 Length: 684","hypothetical protein P5673_020317 [Acropora cervicornis]","KAK2557561.1",350,NA,27.815,"Q7TPV2"
"FUN_026653-T1","FUN_026653","6 Length: 127","hypothetical protein P5673_020315 [Acropora cervicornis]","KAK2557559.1",204,NA,33.962,"P13648"
"FUN_026673-T1","FUN_026673","7 Length: 224","hypothetical protein P5673_022705 [Acropora cervicornis]","KAK2555678.1",298,NA,27.211,"P38446"
"FUN_026675-T1","FUN_026675","8 Length: 311","hypothetical protein P5673_022705 [Acropora cervicornis]","KAK2555678.1",298,NA,27.397,"P38446"
"FUN_026678-T1","FUN_026678","9 Length: 320","Endonuclease domain-containing 1 protein [Acropora cervicornis]","KAK2547403.1",312,"TMX1",29.078,"P38446"
"FUN_026682-T1","FUN_026682","0 Length: 192","hypothetical protein P5673_020256 [Acropora cervicornis]","KAK2557509.1",400,NA,24.675,"Q8N387"
"FUN_026712-T1","FUN_026712","1 Length: 144","tRNA-Asp","",NA,"MT-TD",32.836,"Q869L3"
"FUN_026713-T1","FUN_026713","2 Length: 418","glypican-4-like [Acropora millepora]","XP_029213929.2",566,NA,24.495,"P51655"
"FUN_026713-T2","FUN_026713","Length:474","glypican-4-like [Acropora millepora]","XP_029213929.2",566,NA,26.652,"Q8CAL5"
"FUN_026714-T1","FUN_026714","3 Length: 560","glypican-4-like isoform X1 [Acropora millepora]","XP_044180112.1",560,"ATP6V1A2",34.409,"O75487"
"FUN_026729-T1","FUN_026729","4 Length: 250","probable DNA double-strand break repair Rad50 ATPase [Acropora millepora]","XP_029180706.2",250,"RAD50",28.125,"A8SEG5"
"FUN_026733-T1","FUN_026733","5 Length: 225","programmed cell death protein 6-like [Acropora millepora]","XP_029180707.1",225,"PDCD6IP",49.153,"Q5PQ53"
"FUN_026734-T1","FUN_026734","6 Length: 1083","pumilio homolog 2-like isoform X2 [Acropora millepora]","XP_029180704.2",1147,"ATP6V1A2",62.408,"Q14671"
"FUN_026737-T1","FUN_026737","7 Length: 360","Methylcrotonoyl-CoA carboxylase beta chain [Acropora cervicornis]","KAK2553494.1",360,"ACACB",73.512,"Q5XIT9"
"FUN_026739-T1","FUN_026739","8 Length: 698","Semaphorin-5A [Acropora cervicornis]","KAK2548311.1",615,"SEMA5A",29.641,"D3ZTD8"
"FUN_026744-T1","FUN_026744","9 Length: 166","translocator protein-like [Acropora millepora]","XP_029200803.2",166,"MLPL1",43.396,"P50637"
"FUN_026745-T1","FUN_026745","0 Length: 384","hypothetical protein P5673_001918 [Acropora cervicornis]","KAK2572908.1",367,NA,31.765,"A6QL29"
"FUN_026746-T1","FUN_026746","1 Length: 637","S-antigen protein [Acropora cervicornis]","KAK2572902.1",1257,"GPRASP1",35.648,"P13821"
"FUN_026747-T1","FUN_026747","2 Length: 572","S-antigen protein [Acropora cervicornis]","KAK2572902.1",1257,"GPRASP1",47.692,"B7S4N9"
"FUN_026752-T1","FUN_026752","3 Length: 276","hypothetical protein P5673_001665 [Acropora cervicornis]","KAK2572685.1",817,NA,27.411,"Q80V85"
"FUN_026753-T1","FUN_026753","4 Length: 414","hypothetical protein P5673_001665 [Acropora cervicornis]","KAK2572685.1",817,NA,29.464,"A9MJF2"
"FUN_026758-T1","FUN_026758","Length:1032","uncharacterized protein [Acropora muricata]","XP_067016338.1",1030,"GPRASP1",32.394,"Q9M366"
"FUN_026760-T1","FUN_026760","5 Length: 411","Ectonucleoside triphosphate diphosphohydrolase 8 [Acropora cervicornis]","KAK2566522.1",605,"ENTPD8",31.19,"P49961"
"FUN_026764-T1","FUN_026764","6 Length: 405","RNA-binding protein Musashi-like protein 2 [Acropora cervicornis]","KAK2574288.1",458,"GPRASP2",57.258,"Q96DH6"
"FUN_026765-T1","FUN_026765","7 Length: 143","Mediator of RNA polymerase II transcription subunit 15 [Acropora cervicornis]","KAK2574604.1",709,"POLR2A",46.753,"Q7ZVN7"
"FUN_026774-T1","FUN_026774","8 Length: 273","hypothetical protein P5673_015833 [Acropora cervicornis]","KAK2561337.1",258,NA,27.638,"Q6AY20"
"FUN_026784-T1","FUN_026784","9 Length: 303","hypothetical protein P5673_025978 [Acropora cervicornis]","KAK2552811.1",290,NA,29.167,"O08600"
"FUN_026799-T1","FUN_026799","0 Length: 127","hypothetical protein P5673_017582 [Acropora cervicornis]","KAK2559997.1",98,NA,53.333,"Q9CPZ8"
"FUN_026801-T1","FUN_026801","1 Length: 564","Signal transducing adapter molecule 1 [Acropora cervicornis]","KAK2559846.1",533,"STAM",44.219,"Q92783"
"FUN_026803-T1","FUN_026803","2 Length: 240","uncharacterized protein LOC141884844 [Acropora palmata]","XP_074626829.1",237,"GPRASP1",29.231,"B8E2F5"
"FUN_026804-T1","FUN_026804","3 Length: 314","Hydroxymethylglutaryl-CoA lyase [Acropora cervicornis]","KAK2559854.1",235,"ACLY",67.541,"Q5R9E1"
"FUN_026857-T1","FUN_026857","4 Length: 278","alpha-N-acetylgalactosaminidase-like isoform X2 [Acropora millepora]","XP_029204319.2",415,"ATP6V1A2",54.187,"Q90744"
"FUN_026857-T2","FUN_026857","Length:341","alpha-N-acetylgalactosaminidase-like isoform X2 [Acropora millepora]","XP_029204319.2",415,"ATP6V1A2",56.87,"Q90744"
"FUN_026866-T1","FUN_026866","5 Length: 743","glycine--tRNA ligase-like [Acropora muricata]","XP_067021061.1",743,"HELIGL1",59.887,"P41250"
"FUN_026871-T1","FUN_026871","6 Length: 539","Toll-like receptor 6, partial [Acropora cervicornis]","KAK2570477.1",365,"OR6C6",22.892,"A2AAJ9"
"FUN_026923-T1","FUN_026923","7 Length: 881","Cilia- and flagella-associated protein 58 [Acropora cervicornis]","KAK2572258.1",796,"CFAP58",70.447,"B2RW38"
"FUN_026926-T1","FUN_026926","8 Length: 345","Rab9 effector protein with kelch motifs [Acropora cervicornis]","KAK2572610.1",223,"RABEPK",41.779,"Q7Z6M1"
"FUN_026953-T1","FUN_026953","9 Length: 183","GTPase HRas [Acropora cervicornis]","KAK2551780.1",150,"HRAS",81.868,"P23175"
"FUN_026978-T1","FUN_026978","0 Length: 220","Prefoldin subunit 3 [Acropora cervicornis]","KAK2570648.1",164,"ARPC3P3",63.855,"P61759"
"FUN_026983-T1","FUN_026983","1 Length: 205","hypothetical protein P5673_004258 [Acropora cervicornis]","KAK2570580.1",190,NA,44.025,"Q5U2P1"
"FUN_026993-T1","FUN_026993","2 Length: 986","hypothetical protein P5673_012152 [Acropora cervicornis]","KAK2564671.1",350,NA,23.158,"F1MHT9"
"FUN_027009-T1","FUN_027009","3 Length: 259","Lysosomal thioesterase PPT2-A [Acropora cervicornis]","KAK2549509.1",265,"ACOT1",51.351,"Q6PCJ9"
"FUN_027024-T1","FUN_027024","4 Length: 223","hypothetical protein P5673_000707 [Acropora cervicornis]","KAK2574525.1",225,NA,40,"O31606"
"FUN_027054-T1","FUN_027054","5 Length: 263","Elongation factor 1-delta [Acropora cervicornis]","KAK2556997.1",228,"EEF1DP1",46.809,"Q4R3D4"
"FUN_027060-T1","FUN_027060","6 Length: 84","hypothetical protein","",NA,NA,60.714,"C0H692"
"FUN_027067-T1","FUN_027067","7 Length: 933","Antiviral innate immune response receptor RIG-I [Acropora cervicornis]","KAK2566991.1",1173,"RIGI",36,"O95786"
"FUN_027074-T1","FUN_027074","8 Length: 171","MTOR-associated protein MEAK7, partial [Acropora cervicornis]","KAK2559899.1",222,"MEAK7",38.571,"Q9IAT6"
"FUN_027078-T1","FUN_027078","9 Length: 166","MTOR-associated protein MEAK7 [Acropora cervicornis]","KAK2559810.1",166,"MEAK7",35.938,"Q1LWV7"
"FUN_027087-T1","FUN_027087","0 Length: 256","Enoyl-CoA hydratase [Acropora cervicornis]","KAK2571607.1",261,"EHHADH",70.588,"Q8BH95"
"FUN_027090-T1","FUN_027090","1 Length: 2281","putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1 [Acropora muricata]","XP_067052346.1",2287,"RXFP1",24.055,"Q9WVQ0"
"FUN_027091-T1","FUN_027091","2 Length: 511","Bardet-Biedl syndrome 4 protein [Acropora cervicornis]","KAK2560762.1",237,"BBS4",64.396,"Q96RK4"
"FUN_027108-T1","FUN_027108","3 Length: 365","D-inositol 3-phosphate glycosyltransferase [Acropora cervicornis]","KAK2557868.1",549,"AGPAT3",27.393,"D5UJ42"
"FUN_027120-T1","FUN_027120","4 Length: 410","Alpha-N-acetylgalactosaminidase [Acropora cervicornis]","KAK2548693.1",519,"NAGA",57.772,"Q90744"
"FUN_027121-T1","FUN_027121","5 Length: 182","Protein disulfide-isomerase A4 [Acropora cervicornis]","KAK2548692.1",125,"PDIA2",41.228,"Q29RV1"
"FUN_027122-T1","FUN_027122","6 Length: 610","bromodomain-containing protein DDB_G0280777-like [Acropora millepora]","XP_029192363.2",613,"GPRASP1",32.824,"Q86IA3"
"FUN_027137-T1","FUN_027137","7 Length: 150","Phospholipase A2 A2-actitoxin-Ucs2a [Acropora cervicornis]","KAK2551607.1",84,"PINLYP",47.482,"Q9PUH5"
"FUN_027159-T1","FUN_027159","8 Length: 342","Nicotinate phosphoribosyltransferase [Acropora cervicornis]","KAK2559856.1",497,"NAPRT",60.472,"Q95XX1"
"FUN_027201-T1","FUN_027201","9 Length: 866","E3 ubiquitin-protein ligase rnf213-alpha [Acropora cervicornis]","KAK2553221.1",4502,"TRIM32",19.444,"A0A0R4IBK5"
"FUN_027215-T1","FUN_027215","0 Length: 557","Asparagine synthetase [glutamine-hydrolyzing] [Acropora cervicornis]","KAK2564703.1",585,"GART",59.194,"P19891"
"FUN_027218-T1","FUN_027218","1 Length: 409","Insulin-like growth factor 2 mRNA-binding protein 3 [Acropora cervicornis]","KAK2564704.1",400,"IGF2BP3",28.851,"Q5SF07"
